"","tx_id","gene_name","gene_id","gene_biotype","type","closest_region","query_region","distance"
"ENSMUST00000139780","ENSMUST00000139780","Rgma","ENSMUSG00000070509","protein_coding","gap","chr7-73391497-73409231","chr7-73397651-73401571",0
"ENSMUSE00001338545","ENSMUST00000195635","RP23-187M7.3","ENSMUSG00000102408","lincRNA","exon","chr1-165091886-165091928","chr1-165103993-165106349",12064
"ENSMUST00000184980","ENSMUST00000184980","1110008L16Rik","ENSMUSG00000021023","protein_coding","gap","chr12-55338268-55377113","chr12-55342456-55347090",0
"ENSMUST00000130235","ENSMUST00000130235","Ror2","ENSMUSG00000021464","protein_coding","cds","chr13-53285466-53285526","chr13-53283473-53286725",0
"ENSMUST00000156814","ENSMUST00000156814","Pip5k1b","ENSMUSG00000024867","protein_coding","gap","chr19-24443689-24555764","chr19-24526251-24529660",0
"ENSMUST00000143203","ENSMUST00000143203","Stxbp4","ENSMUSG00000020546","protein_coding","cds","chr11-90548811-90548987","chr11-90544817-90551081",0
"ENSMUST00000168195","ENSMUST00000168195","Runx1","ENSMUSG00000022952","protein_coding","gap","chr16-92613761-92644153","chr16-92619588-92625014",0
"ENSMUST00000100299","ENSMUST00000100299","Dock9","ENSMUSG00000025558","protein_coding","cds","chr14-121595542-121595608","chr14-121588375-121596463",0
"ENSMUST00000027602","ENSMUST00000027602","Dars","ENSMUSG00000026356","protein_coding","gap","chr1-128391374-128405365","chr1-128398219-128399812",0
"ENSMUST00000130228","ENSMUST00000130228","Limch1","ENSMUSG00000037736","protein_coding","gap","chr5-66746006-66857882","chr5-66797036-66803357",0
"ENSMUST00000168747","ENSMUST00000168747","Atp10a","ENSMUSG00000025324","protein_coding","gap","chr7-58658916-58740191","chr7-58675874-58679866",0
"ENSMUST00000173655","ENSMUST00000173655","Cpsf4l","ENSMUSG00000018727","protein_coding","cds","chr11-113706417-113706569","chr11-113703267-113706916",0
"ENSMUST00000022952","ENSMUST00000022952","Osr2","ENSMUSG00000022330","protein_coding","cds","chr15-35302819-35302893","chr15-35292291-35304207",0
"ENSMUST00000164107","ENSMUST00000164107","Bcr","ENSMUSG00000009681","protein_coding","gap","chr10-75168239-75175276","chr10-75169951-75171633",0
"ENSMUST00000142762","ENSMUST00000142762","Unc5c","ENSMUSG00000059921","protein_coding","gap","chr3-141771183-141786856","chr3-141777991-141779841",0
"ENSMUSE00000523106","ENSMUST00000083948","n-R5s168","ENSMUSG00000065882","rRNA","exon","chr6-140319630-140319733","chr6-140335952-140338939",16218
"ENSMUSE00001336266","ENSMUST00000192626","RP23-247J17.2","ENSMUSG00000102674","lincRNA","exon","chr2-11398393-11398501","chr2-11428576-11430926",30074
"ENSMUST00000114498","ENSMUST00000114498","Hnmt","ENSMUSG00000026986","protein_coding","cds","chr2-24048688-24048824","chr2-24045810-24050779",0
"ENSMUSE00000715420","ENSMUST00000122120","Fam19a1","ENSMUSG00000059187","protein_coding","exon","chr6-96113154-96113586","chr6-96026788-96028869",84284
"ENSMUST00000107908","ENSMUST00000107908","Msi2","ENSMUSG00000069769","protein_coding","cds","chr11-88687877-88687948","chr11-88681521-88694564",0
"ENSMUST00000168003","ENSMUST00000168003","Cyp26b1","ENSMUSG00000063415","protein_coding","cds","chr6-84587802-84588005","chr6-84577504-84591335",0
"ENSMUSE00001095339","ENSMUST00000181886","Gm26862","ENSMUSG00000097644","lincRNA","exon","chr7-93103046-93104789","chr7-93135189-93137671",30399
"ENSMUST00000028856","ENSMUST00000028856","Mall","ENSMUSG00000027377","protein_coding","gap","chr2-127712437-127729755","chr2-127721619-127724510",0
"ENSMUST00000161457","ENSMUST00000161457","Tmem167","ENSMUSG00000012422","protein_coding","utr","chr13-90143057-90143907","chr13-90233313-90235044",89405
"ENSMUST00000181840","ENSMUST00000181840","9530026P05Rik","ENSMUSG00000097462","lincRNA","gap","chr6-92940810-93107066","chr6-93065406-93068422",0
"ENSMUST00000174747","ENSMUST00000174747","Zfp57","ENSMUSG00000036036","protein_coding","utr","chr17-37003286-37003315","chr17-36999577-37004084",0
"ENSMUST00000061047","ENSMUST00000061047","Phlpp1","ENSMUSG00000044340","protein_coding","gap","chr1-106173448-106281362","chr1-106271815-106280681",0
"ENSMUST00000155576","ENSMUST00000155576","Arhgap26","ENSMUSG00000036452","protein_coding","gap","chr18-38993630-39097629","chr18-39038070-39041615",0
"ENSMUST00000012331","ENSMUST00000012331","Mogat1","ENSMUSG00000012187","protein_coding","utr","chr1-78538099-78538173","chr1-78553437-78554981",15263
"ENSMUST00000176081","ENSMUST00000176081","Six3","ENSMUSG00000038805","protein_coding","cds","chr17-85623727-85623919","chr17-85607252-85631760",0
"ENSMUST00000130300","ENSMUST00000130300","Ccbe1","ENSMUSG00000046318","protein_coding","cds","chr18-66291621-66291754","chr18-66290461-66293105",0
"ENSMUSE00000743989","ENSMUST00000126467","D330050G23Rik","ENSMUSG00000085316","lincRNA","exon","chr2-116911378-116912791","chr2-116941677-116943545",28885
"ENSMUST00000106095","ENSMUST00000106095","Nkx6-2","ENSMUSG00000041309","protein_coding","cds","chr7-139582134-139582539","chr7-139579675-139587229",0
"ENSMUST00000120061","ENSMUST00000120061","Rbfox3","ENSMUSG00000025576","protein_coding","gap","chr11-118670754-118811277","chr11-118747841-118749770",0
"ENSMUST00000185560","ENSMUST00000185560","Tmem163","ENSMUSG00000026347","protein_coding","gap","chr1-127552805-127668650","chr1-127659839-127663540",0
"ENSMUST00000046316","ENSMUST00000046316","Lrig2","ENSMUSG00000032913","protein_coding","utr","chr3-104453984-104457764","chr3-104430910-104436688",17295
"ENSMUSE00000985603","ENSMUST00000070875","Ankrd33","ENSMUSG00000047034","protein_coding","exon","chr15-101115755-101115902","chr15-101086118-101089008",26746
"ENSMUST00000156316","ENSMUST00000156316","Ablim1","ENSMUSG00000025085","protein_coding","gap","chr19-57173460-57314692","chr19-57177490-57181934",0
"ENSMUST00000183062","ENSMUST00000183062","Rbpms","ENSMUSG00000031586","protein_coding","utr","chr8-33843473-33843671","chr8-33837211-33843522",0
"ENSMUSE00000484485","ENSMUST00000016144","Ppap2a","ENSMUSG00000021759","protein_coding","exon","chr13-112800894-112801266","chr13-112770119-112774068",26825
"ENSMUST00000190549","ENSMUST00000190549","Kirrel3","ENSMUSG00000032036","protein_coding","gap","chr9-34991093-35000854","chr9-34992430-34999706",0
"ENSMUST00000166750","ENSMUST00000166750","Cmip","ENSMUSG00000034390","protein_coding","gap","chr8-117257402-117377074","chr8-117332130-117336536",0
"ENSMUST00000059428","ENSMUST00000059428","Ccdc149","ENSMUSG00000045790","protein_coding","cds","chr5-52471351-52471398","chr5-52470140-52472323",0
"ENSMUST00000019803","ENSMUST00000019803","Ccdc12","ENSMUSG00000019659","protein_coding","gap","chr9-110656659-110692315","chr9-110680321-110687508",0
"ENSMUST00000039608","ENSMUST00000039608","Dym","ENSMUSG00000035765","protein_coding","gap","chr18-75243399-75286619","chr18-75244920-75253790",0
"ENSMUST00000170584","ENSMUST00000170584","Card10","ENSMUSG00000033170","protein_coding","cds","chr15-78791041-78791232","chr15-78784531-78791353",0
"ENSMUSE00000829781","ENSMUST00000102803","Myh7","ENSMUSG00000053093","protein_coding","exon","chr14-54994511-54994634","chr14-55001147-55004746",6512
"ENSMUST00000022678","ENSMUST00000022678","Pebp4","ENSMUSG00000022085","protein_coding","gap","chr14-69963539-70045876","chr14-70028175-70032633",0
"ENSMUST00000177952","ENSMUST00000177952","Gprc5c","ENSMUSG00000051043","protein_coding","utr","chr11-114851540-114851573","chr11-114849216-114854068",0
"ENSMUST00000189868","ENSMUST00000189868","Mir124-2hg","ENSMUSG00000100252","lincRNA","gap","chr3-17790181-17794592","chr3-17785017-17792218",0
"ENSMUST00000032180","ENSMUST00000032180","Wnt7a","ENSMUSG00000030093","protein_coding","gap","chr6-91366329-91394408","chr6-91369513-91374103",0
"ENSMUST00000191352.1","ENSMUST00000191352","Rgs6","ENSMUSG00000021219","protein_coding","gap","chr12-83070660-83091747","chr12-83071872-83074775",0
"ENSMUST00000154059","ENSMUST00000154059","St7","ENSMUSG00000029534","protein_coding","gap","chr6-17749615-17819249","chr6-17760371-17765991",0
"ENSMUST00000027165","ENSMUST00000027165","Cd28","ENSMUSG00000026012","protein_coding","cds","chr1-60746474-60746528","chr1-60745362-60747011",0
"ENSMUSE00000531298.1","ENSMUST00000082136","Max","ENSMUSG00000059436","protein_coding","exon","chr12-76961990-76962248","chr12-77039123-77040688",76874
"ENSMUSE00000858506","ENSMUST00000162746","Selp","ENSMUSG00000026580","protein_coding","exon","chr1-164115264-164115389","chr1-164108379-164111259",4004
"ENSMUST00000185113","ENSMUST00000185113","Vps13d","ENSMUSG00000020220","protein_coding","gap","chr4-145020270-145044960","chr4-145023679-145028649",0
"ENSMUST00000153999","ENSMUST00000153999","Btnl9","ENSMUSG00000040283","protein_coding","cds","chr11-49175568-49175696","chr11-49172218-49176329",0
"ENSMUST00000050574","ENSMUST00000050574","Ccnjl","ENSMUSG00000044707","protein_coding","gap","chr11-43556769-43579683","chr11-43568054-43572434",0
"ENSMUSE00000678999","ENSMUST00000020655","Jade2","ENSMUSG00000020387","protein_coding","exon","chr11-51857311-51857653","chr11-51879824-51885194",22170
"ENSMUSE00000180531","ENSMUST00000123027","Tnfrsf8","ENSMUSG00000028602","protein_coding","exon","chr4-145315022-145315164","chr4-145321640-145324411",6475
"ENSMUST00000150449","ENSMUST00000150449","Rin2","ENSMUSG00000001768","protein_coding","cds","chr2-145786358-145786414","chr2-145784633-145788176",0
"ENSMUSE00000455618","ENSMUST00000063982","Fzd5","ENSMUSG00000045005","protein_coding","exon","chr1-64737133-64737751","chr1-64754530-64758023",16778
"ENSMUST00000120061.1","ENSMUST00000120061","Rbfox3","ENSMUSG00000025576","protein_coding","gap","chr11-118670754-118811277","chr11-118737760-118741782",0
"ENSMUST00000160197","ENSMUST00000160197","Exoc6b","ENSMUSG00000033769","protein_coding","gap","chr6-84625238-84746900","chr6-84639598-84642481",0
"ENSMUST00000188912","ENSMUST00000188912","Pbx1","ENSMUSG00000052534","protein_coding","gap","chr1-168209596-168427868","chr1-168228558-168235386",0
"ENSMUST00000032738","ENSMUST00000032738","Chrna7","ENSMUSG00000030525","protein_coding","cds","chr7-63212422-63212476","chr7-63210940-63213119",0
"ENSMUST00000128471","ENSMUST00000128471","Rgma","ENSMUSG00000070509","protein_coding","cds","chr7-73391415-73391496","chr7-73388892-73393004",0
"ENSMUSE00000368274","ENSMUST00000108304","Gem","ENSMUSG00000028214","protein_coding","exon","chr4-11704457-11704566","chr4-11671372-11676753",27703
"ENSMUST00000039559","ENSMUST00000039559","Thbs1","ENSMUSG00000040152","protein_coding","cds","chr2-118114651-118114853","chr2-118109526-118114785",0
"ENSMUST00000114458","ENSMUST00000114458","Nfkbiz","ENSMUSG00000035356","protein_coding","cds","chr16-55821768-55822053","chr16-55804600-55824140",0
"ENSMUST00000179238","ENSMUST00000179238","Psap","ENSMUSG00000004207","protein_coding","cds","chr10-60293349-60293474","chr10-60288748-60294423",0
"ENSMUST00000102604","ENSMUST00000102604","Ak2","ENSMUSG00000028792","protein_coding","utr","chr4-129010568-129011529","chr4-129018761-129021388",7231
"ENSMUST00000021028","ENSMUST00000021028","Itgb3","ENSMUSG00000020689","protein_coding","cds","chr11-104608089-104608164","chr11-104606297-104612942",0
"ENSMUST00000031709","ENSMUST00000031709","Fezf1","ENSMUSG00000029697","protein_coding","cds","chr6-23247274-23248074","chr6-23242703-23251013",0
"ENSMUSE00000826247","ENSMUST00000122842","Rreb1","ENSMUSG00000039087","protein_coding","exon","chr13-37778400-37778557","chr13-37664661-37668365",110034
"ENSMUST00000173025","ENSMUST00000173025","2410017I17Rik","ENSMUSG00000038311","lincRNA","gap","chr17-36161147-36161236","chr17-36160679-36162857",0
"ENSMUST00000095527","ENSMUST00000095527","Lrrc74a","ENSMUSG00000059114","protein_coding","utr","chr12-86763624-86763795","chr12-86800309-86808710",36513
"ENSMUST00000038142","ENSMUST00000038142","Isg20","ENSMUSG00000039236","protein_coding","utr","chr7-78920163-78920362","chr7-78922648-78925155",2285
"ENSMUST00000154149","ENSMUST00000154149","Dennd2a","ENSMUSG00000038456","protein_coding","gap","chr6-39508370-39522655","chr6-39513762-39516342",0
"ENSMUSE00000585180","ENSMUST00000062654","B3gntl1","ENSMUSG00000046605","protein_coding","exon","chr11-121672985-121673153","chr11-121682970-121689208",9816
"ENSMUST00000180886","ENSMUST00000180886","Tmem178b","ENSMUSG00000057716","protein_coding","cds","chr6-39873341-39873452","chr6-39869940-39873835",0
