"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr14-77862739-77865527",0.159167685718574,0.19640767427763,0.122,0.1,1
"chr15-89567734-89574101",0.159305362495199,0.226854651236152,0.122,0.098,1
"chr1-164133662-164139484",0.159506066313051,0.11112704107489,0.369,0.322,1
"chr12-34247568-34250566",0.159599390977922,0.191298396109973,0.153,0.122,1
"chr6-42380368-42383766",0.15980001513059,0.196196966715862,0.16,0.128,1
"chr8-22813233-22815379",0.159947004544564,0.159800184861129,0.153,0.129,1
"chr6-82890049-82895906",0.160055050234519,0.193449169556668,0.131,0.107,1
"chr11-58213513-58219178",0.160085457234963,0.185035957850689,0.137,0.114,1
"chr16-94787517-94790683",0.160284833014159,0.160498079230413,0.135,0.112,1
"chr13-9178980-9182689",0.160553488612566,0.144876689201599,0.214,0.181,1
"chr8-35825149-35827461",0.160969785135693,0.163591291613591,0.182,0.151,1
"chr1-111863672-111865769",0.161037225417507,0.12671562320227,0.3,0.259,1
"chr9-27108777-27113017",0.161197524695393,0.13653245182175,0.238,0.206,1
"chr14-64584325-64592270",0.161813181322793,0.149771668972744,0.19,0.163,1
"chr8-124255946-124268254",0.161971639376288,0.127509471775905,0.301,0.261,1
"chr10-39599504-39602463",0.16201184458536,0.18368671597162,0.155,0.13,1
"chr7-80687074-80690369",0.162352392655738,0.178237309335662,0.213,0.175,1
"chr4-152114911-152118083",0.162382554729176,0.177732072695503,0.156,0.126,1
"chr4-45512752-45516064",0.162638647963891,0.187352828171768,0.135,0.109,1
"chr10-41932944-41939451",0.162993773945888,0.115302693553555,0.274,0.24,1
"chr15-77903113-77907113",0.16302346460048,0.183942369815426,0.155,0.126,1
"chr7-4671548-4675885",0.163237567371193,0.181638449895423,0.163,0.135,1
"chr16-17795408-17810295",0.163488137688648,0.106155860224343,0.396,0.351,1
"chr13-76054811-76057914",0.163680491521656,0.183577007148788,0.175,0.145,1
"chr19-20388974-20391168",0.163771949652825,0.193911626594116,0.14,0.112,1
"chr5-116484371-116485955",0.164511404627086,0.193685420499409,0.126,0.103,1
"chr8-107251343-107255685",0.164585063345964,0.163788910092519,0.161,0.136,1
"chr11-52079606-52081177",0.164625096147333,0.161770033679865,0.179,0.15,1
"chr17-35749196-35754094",0.165223294055645,0.162110644899307,0.175,0.149,1
"chr16-87439499-87442079",0.165364296687777,0.131742038040633,0.262,0.222,1
"chr14-101727611-101731227",0.165466887634854,0.211004775063066,0.119,0.096,1
"chr1-133362538-133365555",0.165923968031678,0.197687927347538,0.158,0.128,1
"chr12-118839443-118851636",0.166274339652658,0.168050007822294,0.223,0.185,1
"chr1-153423901-153427534",0.166483719696627,0.151963043406086,0.193,0.165,1
"chr2-61802577-61816334",0.166666629397251,0.136321200842872,0.309,0.267,1
"chr6-89420788-89423430",0.166811539287907,0.196585834294033,0.128,0.108,1
"chr11-103380976-103384067",0.166850603978072,0.142835452562786,0.234,0.197,1
"chr6-38805707-38811792",0.167011490997275,0.179677952401229,0.162,0.133,1
"chr2-18950878-18960829",0.167087653657124,0.135836561393053,0.283,0.245,1
"chr13-100614467-100617567",0.167244684827698,0.203674118451566,0.153,0.123,1
"chr9-40267749-40271801",0.167660460107876,0.178768850450802,0.142,0.119,1
"chr17-45502005-45504744",0.167786264616709,0.129976965367768,0.263,0.227,1
"chr7-19211936-19219332",0.168560683009607,0.118604391469416,0.295,0.258,1
"chr2-167167281-167169206",0.168567808498579,0.200538503407611,0.13,0.106,1
"chr15-55306022-55309371",0.16860430662773,0.174055208239271,0.155,0.132,1
"chr6-87737321-87744370",0.168836664096196,0.13102481900987,0.233,0.202,1
"chr4-98089926-98095501",0.169102257695314,0.155673557546148,0.202,0.168,1
"chr2-72200918-72204601",0.169516773276783,0.165311068356805,0.164,0.136,1
"chr1-74593389-74595601",0.16954790819233,0.173345846358015,0.157,0.129,1
"chr3-68708089-68710812",0.16984385843018,0.155010886112243,0.196,0.163,1
"chr5-120462814-120468857",0.169908574854221,0.149645855544743,0.215,0.182,1
"chr12-103339749-103345532",0.1700042248048,0.132079572258802,0.264,0.222,1
"chr9-105518710-105524425",0.17003063026881,0.176557382750213,0.182,0.149,1
"chr9-65787058-65788994",0.170380488859023,0.201265063094833,0.122,0.099,1
"chr7-88476725-88488359",0.170487024360211,0.135817524136638,0.217,0.187,1
"chr6-52256850-52271281",0.170879566262919,0.127725455884544,0.268,0.23,1
"chr8-23148921-23151144",0.170974039035263,0.182044382788187,0.154,0.128,1
"chr16-36988942-36990524",0.171764851775221,0.152531225380486,0.217,0.18,1
"chr10-24590898-24593607",0.172070464669411,0.194675536533067,0.128,0.105,1
"chr6-146794596-146798279",0.172258522804229,0.172102993221749,0.172,0.144,1
"chr13-76587442-76594124",0.172758648112526,0.151051583003804,0.214,0.18,1
"chr4-119886972-119890881",0.172842400196721,0.151905587217098,0.197,0.166,1
"chr2-101795714-101799044",0.172977607911396,0.138556641987806,0.23,0.197,1
"chr1-36784388-36786826",0.17320078898987,0.186738167782204,0.133,0.111,1
"chr11-117240166-117250071",0.173493161449045,0.107121452744847,0.332,0.301,1
"chr5-136618643-136629517",0.173497698348337,0.116024471944121,0.341,0.299,1
"chr17-75004583-75007599",0.174039624957855,0.200060636736032,0.154,0.125,1
"chr16-30232313-30237003",0.174791282811257,0.161461682961479,0.209,0.178,1
"chr4-105203933-105208300",0.174989289543467,0.1832147147073,0.17,0.14,1
"chr10-83720596-83724056",0.175279177541004,0.168973606764029,0.188,0.156,1
"chr15-93551196-93553319",0.176192790198915,0.169005964049253,0.167,0.14,1
"chr11-72049836-72053373",0.176220571922331,0.206870619626638,0.12,0.098,1
"chr14-54924550-54928598",0.176235345378319,0.187828196672036,0.159,0.129,1
"chr8-106868231-106873284",0.177792229301098,0.145909828681938,0.2,0.172,1
"chr13-74389733-74391475",0.1781025987538,0.200838922864039,0.124,0.101,1
"chr1-40789494-40791658",0.178141572854221,0.157863471160642,0.21,0.173,1
"chr13-49319549-49323423",0.178270192739078,0.181951959555855,0.174,0.144,1
"chr8-71675263-71678778",0.178582866287392,0.140816817397929,0.264,0.226,1
"chr13-113445513-113448985",0.178891304650939,0.15240348114149,0.169,0.144,1
"chr18-65577007-65585497",0.179456594762296,0.132650136826159,0.253,0.215,1
"chr9-35305013-35305789",0.179462471589745,0.182094465638814,0.172,0.145,1
"chr10-61271809-61279212",0.179485904348121,0.138223690552258,0.247,0.21,1
"chr11-101259121-101265813",0.179540235493298,0.148325477600581,0.215,0.185,1
"chr14-121795211-121799258",0.179635169608462,0.102159309021943,0.383,0.344,1
"chr7-113612119-113613380",0.17999521327499,0.187476568789768,0.12,0.1,1
"chr15-36163575-36166549",0.1801027433658,0.210372438251098,0.145,0.116,1
"chr6-82900578-82905864",0.180231840504685,0.106903640847244,0.316,0.28,1
"chr15-28158277-28159964",0.18046486086371,0.164804277006627,0.166,0.138,1
"chr15-75995836-76006537",0.181150308973439,0.134227277593283,0.242,0.211,1
"chr10-110803978-110806458",0.181325950256012,0.176005610596632,0.143,0.12,1
"chr13-49370956-49373207",0.181651076693223,0.185476625552917,0.128,0.106,1
"chrX-100738707-100742443",0.181680506491613,0.18624981854781,0.146,0.119,1
"chr12-51886904-51888964",0.181694308810215,0.182858641872677,0.148,0.122,1
"chr7-63901157-63909480",0.181874544971347,0.191851176024121,0.123,0.101,1
"chr16-4469182-4476360",0.182558693259649,0.138347747709105,0.253,0.218,1
"chr1-37695742-37699639",0.18263689750022,0.123419788679883,0.243,0.207,1
"chr11-101951354-101954219",0.182919997007668,0.150394802081609,0.208,0.171,1
"chr6-31612550-31615011",0.18303714417504,0.158205347405973,0.202,0.167,1
"chr2-84810438-84813084",0.183242766780462,0.140308255194,0.263,0.223,1
"chr11-77409519-77411979",0.183401916977737,0.184488586670099,0.155,0.126,1
"chr12-18609374-18611272",0.183502758543324,0.187945257909083,0.146,0.121,1
"chr3-126607633-126615962",0.183749908675404,0.133940635493818,0.257,0.218,1
"chr5-30011787-30015213",0.18376013873342,0.141652468705591,0.231,0.199,1
"chr12-58537262-58539663",0.18429936262268,0.157455516606524,0.163,0.136,1
"chr18-12642319-12645828",0.184775284903122,0.174465249408317,0.19,0.156,1
"chr2-168524227-168527471",0.184909289796086,0.148693017863121,0.22,0.189,1
"chr1-86470184-86473877",0.184986117131193,0.164834545709528,0.178,0.147,1
"chr10-26771578-26774804",0.185152350248321,0.123509349135978,0.271,0.235,1
"chr4-5796638-5801413",0.185165876531288,0.10686368095301,0.35,0.312,1
"chr8-8949719-8953344",0.18569875713756,0.20007729525341,0.123,0.1,1
"chr8-122109818-122113548",0.187479695806544,0.136877123946025,0.225,0.193,1
"chr3-105448667-105454214",0.187740406039213,0.141308053824362,0.221,0.187,1
"chr14-65780907-65784361",0.188052657990054,0.152138087166588,0.212,0.182,1
"chr3-115711280-115717135",0.188060466711743,0.108156284437044,0.319,0.277,1
"chr7-38226309-38229041",0.188083411555673,0.130315444606596,0.258,0.223,1
"chr5-63811647-63813708",0.188123971386155,0.2015490799544,0.146,0.116,1
"chr2-83811797-83815383",0.188177059229146,0.176245162138951,0.184,0.154,1
"chr2-74745214-74755082",0.188518940742235,0.165860276082264,0.181,0.149,1
"chr19-45744411-45750589",0.188633764613394,0.12877237542508,0.276,0.239,1
"chr7-139186418-139189441",0.188820013050518,0.22472295764647,0.128,0.099,1
"chr1-183802244-183804844",0.188824607817122,0.166176097885763,0.178,0.149,1
"chr1-172547102-172551593",0.188957731656307,0.118838256626402,0.267,0.234,1
"chr2-129179358-129184502",0.189620311886281,0.11940411610938,0.286,0.249,1
"chr5-125264218-125269331",0.189718088329671,0.181561618148647,0.163,0.134,1
"chr18-5816779-5821409",0.189851242793772,0.154458626326045,0.182,0.153,1
"chr6-121090927-121094875",0.190072178146236,0.17806964664593,0.144,0.122,1
"chr1-58794368-58798178",0.19030038135458,0.129351154572298,0.248,0.211,1
"chr1-98093805-98097812",0.190358656465407,0.172111220242169,0.22,0.183,1
"chr2-69646518-69648705",0.190514897950108,0.163712520267585,0.166,0.141,1
"chr11-85908831-85912640",0.1905665595665,0.186296225126006,0.15,0.124,1
"chr7-120101263-120103879",0.190803716954797,0.134371002422604,0.204,0.174,1
"chr12-71307646-71312193",0.191281148584817,0.184658225687145,0.156,0.13,1
"chr2-18935174-18945908",0.191328975667488,0.130158337217375,0.26,0.222,1
"chr14-79088748-79090487",0.191613589974005,0.183272979228204,0.142,0.114,1
"chr8-77609473-77611306",0.191628260010255,0.181820437447128,0.162,0.13,1
"chr8-23152399-23159254",0.192043158285071,0.153877492610912,0.177,0.148,1
"chr17-35810252-35815816",0.192628291176008,0.132901575503886,0.266,0.227,1
"chr8-75081139-75085437",0.192878454601722,0.135533313733217,0.212,0.183,1
"chr12-33109302-33112179",0.193569172716075,0.193129612736743,0.122,0.101,1
"chr8-54419275-54422743",0.193847175178105,0.186610313683408,0.145,0.12,1
"chr11-19960865-19966668",0.193944703418376,0.148489966744634,0.209,0.173,1
"chr7-45537229-45539366",0.194074492201956,0.178349094282827,0.151,0.122,1
"chr4-154854026-154857071",0.194238924554775,0.18419426131647,0.165,0.132,1
"chr11-70013966-70015865",0.194257745989172,0.19231337346665,0.125,0.105,1
"chr19-32269293-32278454",0.194281495571565,0.109791319105615,0.319,0.278,1
"chr10-121348944-121353361",0.194458734768633,0.186324859801715,0.13,0.109,1
"chr14-48129658-48134911",0.194646583243428,0.149593346565674,0.191,0.162,1
"chr6-54969526-54973658",0.194739235610952,0.14941453325285,0.233,0.198,1
"chr14-118223761-118241857",0.194948158416829,0.111741660923765,0.323,0.284,1
"chr4-86668772-86671231",0.19503352304613,0.163792431581796,0.142,0.118,1
"chr14-48294745-48297086",0.195092299470789,0.165196520607646,0.2,0.171,1
"chr12-69863025-69865061",0.19623527566591,0.17681316199917,0.185,0.151,1
"chr1-179852876-179856062",0.19628082823666,0.108043339036766,0.295,0.262,1
"chr3-107938966-107942192",0.196290052739549,0.150451609121342,0.207,0.174,1
"chr2-103942951-103948688",0.196569972873156,0.129346110145835,0.287,0.246,1
"chr5-76673123-76676995",0.196910114884627,0.151195965998463,0.187,0.158,1
"chr2-80615978-80618465",0.197256769122039,0.166493788909648,0.149,0.126,1
"chr13-6645996-6649972",0.197978702764273,0.109288608041846,0.343,0.295,1
"chr8-77516355-77519795",0.198111572150917,0.13885984306053,0.224,0.192,1
"chr9-69164369-69170637",0.198184737893328,0.139023340739638,0.211,0.177,1
"chr10-62882986-62888116",0.198698612704996,0.10522742379817,0.289,0.256,1
"chr7-105480463-105483108",0.199085321151246,0.19062681563155,0.158,0.129,1
"chr17-44119713-44123145",0.199243448195073,0.192776467906568,0.122,0.1,1
"chr11-117393747-117399297",0.199537163531234,0.150489757003588,0.178,0.151,1
"chr3-68157751-68161770",0.199651332555481,0.136044428790783,0.218,0.189,1
"chr10-7180542-7184454",0.199701884862367,0.143003329643245,0.208,0.178,1
"chr9-107722639-107726056",0.200322640135669,0.16710214671625,0.145,0.122,1
"chr17-9763586-9769531",0.200558275337561,0.174497532323432,0.167,0.14,1
"chr5-90593627-90596807",0.20086013797869,0.136579488233129,0.198,0.17,1
"chr17-25429187-25435811",0.201073487580556,0.168589808366553,0.151,0.126,1
"chr14-34614445-34617693",0.201184103566076,0.171158041484436,0.156,0.13,1
"chr19-7064319-7071432",0.20129260062288,0.118554000634414,0.305,0.265,1
"chr2-168472543-168475365",0.201297630144783,0.15336410277168,0.2,0.169,1
"chr1-158238552-158241906",0.201532525578018,0.152040007048839,0.183,0.156,1
"chr7-140101057-140103151",0.201622830241793,0.18533196804497,0.122,0.101,1
"chr11-72129577-72137292",0.201799190992149,0.169466744492021,0.139,0.114,1
"chr13-34036854-34040219",0.201962612044162,0.167732014793229,0.176,0.149,1
"chr14-30216130-30218911",0.202692286729576,0.169628186170916,0.119,0.1,1
"chr17-47448811-47457695",0.203107145516758,0.144205567320719,0.227,0.196,1
"chr9-80260128-80263890",0.204030100845198,0.173379339408585,0.133,0.109,1
"chr9-119086769-119089165",0.204109609184747,0.102113865898326,0.306,0.271,1
"chr10-59915288-59917459",0.204251805395093,0.197324792568812,0.143,0.119,1
"chr8-107384699-107388351",0.204585544732122,0.203048572751748,0.13,0.106,1
"chr9-71213604-71218141",0.204663055149073,0.178970781936551,0.146,0.12,1
"chr5-118024271-118031778",0.204716164230161,0.156143515296285,0.172,0.148,1
"chr7-140047227-140052001",0.20472274935071,0.173626254939368,0.152,0.126,1
"chr10-56481179-56484358",0.20473492681969,0.180806914242682,0.13,0.104,1
"chr1-167660210-167662014",0.205495021884324,0.176240063390976,0.164,0.136,1
"chr11-9315802-9319306",0.205517787657572,0.137081927478276,0.215,0.181,1
"chr5-108668270-108672192",0.206023746756895,0.114065265552844,0.279,0.242,1
"chr2-58134409-58139107",0.206521800550195,0.105453068947654,0.312,0.277,1
"chr10-44002112-44007593",0.20658061716406,0.124760799305359,0.28,0.242,1
"chr3-68868370-68871168",0.206885422165354,0.210015346687762,0.123,0.098,1
"chr16-17275644-17279988",0.207075322661444,0.103232806679364,0.347,0.307,1
"chr9-32135985-32140760",0.207081781548938,0.176680635313847,0.119,0.099,1
"chr17-46609283-46614343",0.207274143408911,0.1734767467827,0.16,0.132,1
"chr7-80180755-80187915",0.207390673728755,0.157322492165428,0.208,0.172,1
"chr6-90986641-90989835",0.207579975084605,0.135107112198601,0.236,0.202,1
"chr5-66616739-66621664",0.207828970156122,0.138632943690353,0.292,0.251,1
"chr7-120676474-120679919",0.208742738102354,0.165236607249303,0.158,0.135,1
"chr17-66446808-66452009",0.208752454938873,0.144636865824134,0.233,0.194,1
"chrX-21360018-21362551",0.209089162964878,0.169910935257698,0.135,0.11,1
"chr9-35557656-35560425",0.209097878199964,0.186215246418089,0.156,0.129,1
"chr1-133907292-133910041",0.209476367186171,0.168072018593905,0.158,0.13,1
"chr4-137864488-137868661",0.209834730578317,0.168074853025836,0.132,0.111,1
"chr2-35268612-35273773",0.209908013566578,0.154797599165535,0.165,0.142,1
"chr2-76403247-76408410",0.21055720123037,0.203563371300568,0.129,0.106,1
"chr17-10839362-10841689",0.210919724020433,0.107314933182932,0.327,0.287,1
"chr11-102096018-102098038",0.21107547000102,0.162078353318746,0.153,0.13,1
"chr17-56956570-56959502",0.211249793064587,0.163150088307362,0.18,0.151,1
"chr2-109916726-109921048",0.211653715177861,0.111399649030323,0.332,0.293,1
"chr9-118485759-118490461",0.211850943679151,0.152684779549034,0.177,0.149,1
"chr6-18847797-18849956",0.212139584834894,0.114944395732115,0.287,0.253,1
"chr6-38899269-38902073",0.212219098224406,0.1745876785372,0.145,0.12,1
"chr5-24163748-24166458",0.212609047177562,0.149211263393824,0.182,0.152,1
"chr2-164520575-164524603",0.212629641899456,0.132146681343778,0.248,0.211,1
"chr11-76150047-76154258",0.212988939952687,0.169076028152087,0.161,0.131,1
"chr2-166445770-166449239",0.213167519152762,0.186174261882236,0.126,0.104,1
"chr19-10708276-10710794",0.213434454036328,0.112724890827795,0.277,0.24,1
"chr14-118179505-118181336",0.213473879645207,0.176749573540212,0.144,0.117,1
"chr10-61623748-61628280",0.21407116259952,0.17250976821993,0.163,0.134,1
"chr16-38402603-38404773",0.21414178805959,0.189083498409048,0.138,0.113,1
"chr2-62643240-62647533",0.214185248352775,0.100225266659692,0.312,0.279,1
"chr18-73959191-73964188",0.2144275424947,0.147964248666382,0.203,0.171,1
"chr16-58407393-58410120",0.214511564401763,0.121891086104038,0.305,0.267,1
"chr18-55547176-55551419",0.214599458763309,0.14747468682646,0.191,0.165,1
"chr9-71972696-71977175",0.214666980820498,0.161206951673002,0.155,0.128,1
"chr8-84356697-84358542",0.214966986416451,0.161765804308773,0.208,0.177,1
"chr6-149408172-149410512",0.215126245941945,0.123314942480155,0.236,0.204,1
"chr5-112996520-113003341",0.215484962506625,0.150476258506925,0.198,0.166,1
"chr14-102979579-102984284",0.215686458924121,0.109642288353261,0.404,0.352,1
"chr1-60862288-60866116",0.215738105086918,0.145083273193811,0.174,0.152,1
"chr8-124432563-124435471",0.216035091789433,0.140273062017006,0.243,0.204,1
"chr1-155474877-155477141",0.216353039392,0.16819808415459,0.169,0.142,1
"chr19-5817115-5820389",0.216674506114484,0.134237713108651,0.228,0.196,1
"chr2-72317423-72324166",0.217341249198693,0.155863502096573,0.188,0.157,1
"chr17-12426457-12430570",0.217400950720706,0.13230001779634,0.246,0.209,1
"chr2-32427413-32429646",0.217757224088187,0.149888702760068,0.198,0.166,1
"chr5-110493510-110495173",0.218311806595034,0.188081820269019,0.122,0.1,1
"chr13-110279576-110281372",0.218316415134059,0.173051453675538,0.125,0.107,1
"chr2-25620427-25622896",0.219098177974885,0.161148703431214,0.164,0.134,1
"chr7-68302173-68304681",0.219141807939401,0.188684868594443,0.12,0.096,1
"chr13-52721094-52723422",0.219415716151076,0.149690897430826,0.196,0.163,1
"chr1-36917241-36923801",0.219553550424998,0.15264429916025,0.188,0.16,1
"chr5-24523549-24528679",0.219700485294049,0.193728171718804,0.131,0.107,1
"chr12-52782445-52783758",0.219719815535057,0.157535928202601,0.182,0.155,1
"chr17-48585403-48586744",0.219911023236919,0.172534896438207,0.132,0.11,1
"chr6-55535817-55540162",0.22002430333437,0.14690437273529,0.189,0.16,1
"chr8-123988102-123989750",0.220262619319329,0.150377575547098,0.193,0.164,1
"chr2-28914687-28919991",0.220509051708399,0.194869557883837,0.138,0.112,1
"chr9-88435289-88441549",0.220528580689778,0.11046690163454,0.335,0.297,1
"chr9-20725377-20730026",0.220551587425143,0.169677995626127,0.194,0.162,1
"chr10-19932454-19935790",0.221528786796464,0.1335839520765,0.261,0.226,1
"chr13-64128065-64130533",0.221558306176787,0.172359363917269,0.152,0.124,1
"chr17-73299677-73306368",0.221679775544995,0.115096342121019,0.277,0.242,1
"chr6-73220650-73223375",0.222406330403907,0.158146404970473,0.154,0.129,1
"chr4-155837049-155843802",0.223079200595823,0.104848215195127,0.318,0.279,1
"chr2-92455079-92462042",0.223610220691299,0.101397421755433,0.367,0.325,1
"chr2-28616218-28623319",0.224000151381847,0.130693862478712,0.237,0.202,1
"chr14-11160117-11162791",0.224011367554026,0.107858819369574,0.284,0.244,1
"chr15-73682264-73688487",0.224012279148789,0.153497245002347,0.178,0.152,1
"chr13-115088235-115091875",0.224218550133347,0.136033790938166,0.226,0.195,1
"chr18-38208997-38214628",0.224226727747821,0.138308265550368,0.208,0.18,1
"chr6-119442711-119444894",0.224858983169395,0.18393471557839,0.137,0.113,1
"chr2-75680029-75687769",0.225186417917515,0.121878070113429,0.306,0.262,1
"chr2-49785978-49790625",0.225244934047949,0.198129245177674,0.133,0.11,1
"chr14-75454601-75457692",0.225290865755635,0.186234919700274,0.121,0.099,1
"chr14-79330341-79334290",0.225702305748016,0.11917357949442,0.243,0.209,1
"chr4-47302311-47305363",0.225964011519182,0.177380907102031,0.138,0.114,1
"chr2-66123452-66125814",0.226010918301991,0.181804534936141,0.147,0.121,1
"chr7-83630917-83633353",0.226101522157837,0.120736331512758,0.266,0.229,1
"chr3-88645868-88655387",0.226242291998717,0.158972613860747,0.17,0.144,1
"chr9-62023706-62027798",0.226522457418273,0.175401353983766,0.139,0.114,1
"chr3-89318324-89324313",0.22658326297087,0.149628741407707,0.231,0.199,1
"chr6-52840151-52844744",0.226759534634825,0.174918711948721,0.162,0.134,1
"chr6-88047248-88049094",0.226950191367626,0.173761243021943,0.133,0.111,1
"chr19-4018490-4020036",0.227799020669031,0.147858415126387,0.189,0.157,1
"chr12-32137364-32139673",0.22783692403178,0.190830244431801,0.118,0.096,1
"chr1-190910028-190913073",0.228034370932541,0.166346303706646,0.135,0.114,1
"chr7-25195255-25199303",0.228969095508698,0.21210085537682,0.129,0.103,1
"chr3-117867640-117870172",0.228974386748568,0.199859977323019,0.158,0.129,1
"chr3-95644562-95646613",0.229070718580689,0.191639749408193,0.125,0.102,1
"chr16-31426827-31431600",0.229176322015815,0.106209136076697,0.321,0.281,1
"chr19-3359388-3361067",0.229552943522216,0.163693436629056,0.133,0.108,1
"chr15-95835749-95840138",0.229846712153497,0.202373613208517,0.121,0.096,1
"chr18-68464795-68469089",0.230081157662057,0.155209515569754,0.188,0.158,1
"chr1-132135203-132140934",0.230155884103696,0.136169501345766,0.243,0.211,1
"chr4-43933924-43938576",0.230255738151419,0.133326223950228,0.214,0.185,1
"chr7-116304822-116310016",0.230587316799856,0.128327363990486,0.23,0.197,1
"chr7-45799886-45802156",0.230758442568877,0.121419235410893,0.245,0.212,1
"chr2-26053927-26056090",0.230872865652213,0.182343955938053,0.138,0.114,1
"chr16-50528001-50530964",0.231208305414022,0.124662633633955,0.277,0.236,1
"chr4-82510136-82514801",0.231220600017663,0.134747502988198,0.247,0.209,1
"chr7-44643872-44647974",0.231514038575351,0.201943767182576,0.121,0.101,1
"chr7-120828733-120831915",0.23174265593505,0.16288328429835,0.163,0.134,1
"chr10-86497514-86499578",0.231874125517791,0.109280490858567,0.266,0.233,1
"chr2-68378991-68383802",0.232082655469684,0.193364159981644,0.135,0.109,1
"chr16-4315707-4319642",0.232266883570861,0.182709279445706,0.138,0.116,1
"chr7-112212439-112214402",0.232401633173562,0.180769798520239,0.132,0.109,1
"chr16-38399021-38401282",0.232414512258782,0.171281394992836,0.132,0.111,1
"chr9-7571238-7573974",0.233233789032935,0.163943303300749,0.158,0.132,1
"chr9-66619572-66624345",0.23326550528791,0.117163968229719,0.289,0.253,1
"chr4-109404365-109409906",0.233366339567415,0.157176487004813,0.196,0.166,1
"chr8-80313823-80316164",0.23338007192956,0.18185146819445,0.131,0.106,1
"chr1-39391791-39397341",0.233839623839471,0.115094611005359,0.276,0.241,1
"chr19-6494697-6504852",0.234149946839504,0.137313771919228,0.234,0.197,1
"chr3-137622512-137625545",0.234434330145374,0.1694004584236,0.149,0.123,1
"chr2-52978352-52981468",0.234879875168899,0.196102217376295,0.116,0.094,1
"chr17-27993082-27998704",0.234907466248345,0.163291973953257,0.17,0.143,1
"chr9-120337814-120340844",0.235444470013057,0.169624677833686,0.167,0.139,1
"chr8-120252538-120258379",0.235503698027967,0.173616414815684,0.126,0.103,1
"chr12-77006600-77011887",0.235697566083455,0.184417919253723,0.141,0.116,1
"chr14-64005966-64008532",0.235816925023986,0.154233948666763,0.17,0.144,1
"chr18-15136211-15141741",0.236160525357554,0.151087897660914,0.205,0.172,1
"chr4-150964311-150967305",0.236251006930897,0.140720934210824,0.155,0.132,1
"chr14-73121980-73125317",0.236437114957727,0.103649452499509,0.32,0.28,1
"chr4-115934059-115942596",0.236572446744929,0.157157928333152,0.202,0.169,1
"chr4-144897764-144904729",0.236878520040941,0.115679838783222,0.255,0.218,1
"chr1-186702463-186707477",0.237032130584026,0.147800093357375,0.184,0.152,1
"chr4-57129284-57144743",0.237105784398287,0.102335037876254,0.392,0.341,1
"chr12-102317598-102322615",0.237378585656726,0.184464238464713,0.116,0.095,1
"chr1-89014485-89016829",0.237569526353563,0.159899203938311,0.152,0.127,1
"chr7-30071518-30073439",0.2376352035399,0.186101339040081,0.128,0.103,1
"chr9-117871523-117874448",0.238302533638121,0.195997689108113,0.13,0.107,1
"chr1-143737668-143741686",0.238316303034342,0.125120416664941,0.294,0.254,1
"chr17-35515432-35518326",0.238342490522985,0.144342548912405,0.181,0.158,1
"chr2-170191983-170197343",0.239228279751551,0.155686524553345,0.186,0.157,1
"chr2-154941133-154943740",0.239338432610732,0.146527928553406,0.147,0.124,1
"chr7-110613166-110620827",0.239515460630931,0.132953757834682,0.232,0.199,1
"chr12-51591398-51596265",0.239892869508883,0.168844109146455,0.128,0.106,1
"chrX-10716343-10719808",0.240037421227672,0.118888434119786,0.258,0.223,1
"chr11-95140607-95147006",0.240052423906722,0.14307074780365,0.195,0.166,1
"chr19-46635514-46650615",0.240171518635965,0.117700355499131,0.252,0.221,1
"chr2-131422378-131424052",0.240255127485203,0.186081690958811,0.13,0.106,1
"chr17-17909289-17911129",0.240294920131137,0.111136679359535,0.257,0.225,1
"chr2-45168747-45173191",0.240304712637233,0.150843563743301,0.213,0.177,1
"chr15-36360592-36362401",0.240911296223888,0.150350217129926,0.142,0.121,1
"chr16-10810400-10816606",0.241128987352944,0.164530371766984,0.147,0.117,1
"chr7-143372482-143374898",0.241287528043453,0.163486571724931,0.118,0.098,1
"chr9-102790710-102794537",0.24177783787801,0.180072576918993,0.122,0.101,1
"chr9-41155360-41158550",0.242055830208558,0.1734417061749,0.185,0.154,1
"chr7-134522553-134526203",0.24218848118541,0.128292301091915,0.239,0.204,1
"chr16-24628652-24630596",0.242232868282572,0.139048108403469,0.188,0.163,1
"chr7-63821559-63824832",0.242237287300604,0.163770565431183,0.117,0.1,1
"chr6-86822151-86824904",0.242313087007991,0.157412927337878,0.139,0.116,1
"chr7-63751801-63759987",0.242811920492221,0.121952716171446,0.252,0.218,1
"chr12-32766885-32769350",0.243222232198299,0.159704560768645,0.139,0.116,1
"chr1-38557124-38558622",0.243279179206029,0.176649926830102,0.128,0.107,1
"chr4-108346506-108352340",0.243680000487571,0.157056991192774,0.186,0.155,1
"chr9-66598610-66602232",0.244367128623097,0.169333941279866,0.139,0.115,1
"chr16-21356800-21360228",0.244391578101138,0.163584653391214,0.163,0.137,1
"chr8-114132428-114134905",0.245807875774074,0.101438366480438,0.237,0.208,1
"chr2-98662031-98665407",0.245855100577251,0.13697177735667,0.251,0.216,1
"chr14-76849997-76852827",0.246140554666271,0.122836483540429,0.21,0.185,1
"chr14-54425071-54428804",0.246141998194675,0.122154133462261,0.219,0.191,1
"chr7-129591129-129593578",0.246182043412608,0.17603859574754,0.139,0.114,1
"chr3-27982299-27985334",0.246794339455429,0.157980237786624,0.168,0.141,1
"chr19-7163665-7168807",0.246957102042775,0.1462356702515,0.193,0.164,1
